State,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20
Michigan,-2.717792299,-2.118964308,-1.304965402,-0.379321331,0.555039629,1.407178389,2.112202581,2.65172997,3.052706602,3.375536244,3.67689103,3.944446939,4.099903038,4.050689131,3.734517143,3.164313175,2.467142733,1.854149558,1.520336895,1.565440094,1.933018162,2.453992042,2.960614462,3.39464157,3.766551134,4.079306506,4.293980141,4.321746966,4.029160586,3.257160907,1.871185905,-0.21284242,-3.036237449,-6.592266865,-10.82136503,-15.61259639,-20.81508708,-26.24405635,-31.70134154,-37.01315157,-42.05335832,-46.74136809,-51.02467228,-54.86058354,-58.20242374,-60.99795172,-63.20184188,-64.80266436,-65.83015681,-66.35567157,-66.48850462,-66.35716221,-66.08291998,-65.76818588,-65.4914645,-65.30470672,-65.23454959,-65.28645576,-65.4469304,-65.68528169,-65.96211448,-66.2364393,-66.46734939,-66.62055621,-66.67179253,-66.60466431,-66.41796085,-66.12512299,-65.74698658,-65.30471514,-64.81701974,-64.29766113,-63.74529606,-63.14153374,-62.45792597,-61.66924714,-60.76386235,-59.74933247,-58.64882497,-57.49088962,-56.30685895,-55.13415837,-54.01702254,-53.00761159,-52.16129051,-51.5233304,-51.11094858,-50.904549,-50.85862918,-50.91479535,-51.01109228,-51.0921267,-51.11231261,-51.02447851,-50.78214467,-50.35308797,-49.71874634,-48.87377553,-47.83793638,-46.65643982,-45.39141748,-44.12094378,-42.92982922,-41.88801946,-41.03211116,-40.35828546,-39.82618067,-39.35145575,-38.82677534,-38.172092,-37.34637609,-36.35109947,-35.22896823,-34.04628289,-32.86156848,-31.71649897,-30.64680652,-29.68369894,-28.85088843,-28.16496258,-27.62736312,-27.2022993,-26.82170018,-26.41510307,-25.93675581,-25.37536893,-24.74860524,-24.09529218,-23.44666268,-22.81141528,-22.1893631,-21.57742346,-20.9711639,-20.37036922,-19.77985109,-19.19315448,-18.6052615,-18.04370198,-17.56182066,-17.21439207,-17.05446238,-17.14378073,-17.499441,-18.04356976,-18.67285541,-19.2858194,-19.76393015,-20.0257394,-20.07556009,-19.97276016,-19.75996616,-19.49740627,-19.26521399,-19.10917091,-19.03440445,-19.03971077,-19.11213007,
Minnesota,0.970615607,0.776104702,0.76604459,0.923715303,1.201396786,1.524633823,1.825971084,2.090681112,2.353698537,2.679301917,3.110908484,3.624339117,4.162611323,4.662735361,5.066581605,5.342795955,5.476093009,5.469468019,5.334574581,5.088338867,4.750301661,4.33505853,3.877842849,3.463108227,3.171235873,3.02884115,2.997073857,2.974685693,2.80766968,2.320290104,1.352716943,-0.218665632,-2.489229778,-5.516005033,-9.303553067,-13.79044963,-18.83197593,-24.19935348,-29.60807634,-34.76878266,-39.43923893,-43.46645829,-46.7989796,-49.47109719,-51.57867454,-53.25187241,-54.62460643,-55.80985006,-56.88253023,-57.87233192,-58.77323438,-59.56570308,-60.23044163,-60.755341,-61.14094293,-61.40086485,-61.56327191,-61.66831098,-61.75376706,-61.84469647,-61.94811668,-62.04334754,-62.08108507,-61.99437333,-61.7084115,-61.15833624,-60.32151475,-59.21603315,-57.89288335,-56.42929158,-54.91986619,-53.45945777,-52.11891593,-50.93120294,-49.89002899,-48.9666101,-48.12606667,-47.33968704,-46.58291505,-45.83238704,-45.07687188,-44.32895746,-43.62965668,-43.03328869,-42.59014227,-42.33051516,-42.24015548,-42.25883188,-42.31260295,-42.34087403,-42.31365872,-42.23197209,-42.09810456,-41.89305934,-41.58234909,-41.13309594,-40.52334892,-39.75241411,-38.85094733,-37.88128353,-36.93067615,-36.09603341,-35.45753856,-35.05671445,-34.88577998,-34.88864751,-34.9763481,-35.0324408,-34.93496287,-34.6017226,-33.99982697,-33.1405689,-32.0730661,-30.86946043,-29.59892512,-28.31954447,-27.09481466,-25.99661491,-25.08585507,-24.40151827,-23.94961253,-23.68841912,-23.54253248,-23.44116846,-23.3437456,-23.23520048,-23.11846364,-23.0038632,-22.87857339,-22.70186101,-22.43510003,-22.05692691,-21.57519108,-21.03177247,-20.48077775,-19.95417865,-19.46332994,-19.02998919,-18.69749544,-18.51999139,-18.55593653,-18.85354386,-19.40595626,-20.13099514,-20.92176784,-21.66444287,-22.23525098,-22.5410554,-22.55819272,-22.31593863,-21.8521147,-21.22589473,-20.50901526,-19.7615231,-19.02498408,-18.32927307,-17.69117682,
Mississippi,-1.805268362,-1.484106855,-1.06342114,-0.602436063,-0.157053179,0.227590964,0.521218939,0.710748909,0.806227083,0.848778861,0.891323198,0.972658022,1.1177176,1.343178153,1.657212898,2.069111102,2.583511992,3.18398877,3.81996681,4.425341201,4.946171815,5.346166837,5.609741138,5.756415477,5.825169308,5.846835005,5.827939889,5.739807288,5.526033834,5.116494705,4.449010003,3.480102007,2.178295405,0.523500649,-1.489330428,-3.848038924,-6.519686624,-9.440069962,-12.51203571,-15.61554441,-18.62293199,-21.41480035,-23.8961198,-26.00985681,-27.74205534,-29.1207588,-30.20476268,-31.06901776,-31.79112025,-32.44221697,-33.08224884,-33.75553809,-34.48755453,-35.28113338,-36.11521505,-36.94732283,-37.72267975,-38.38711872,-38.89844631,-39.22997252,-39.36772062,-39.3066486,-39.04762917,-38.60076299,-37.99037397,-37.25646729,-36.45462586,-35.64003002,-34.85243782,-34.10877818,-33.4053347,-32.72476451,-32.04323968,-31.33882011,-30.58698205,-29.76189931,-28.84590682,-27.83567371,-26.74024858,-25.57929759,-24.38171495,-23.18006355,-22.0064228,-20.88944454,-19.85219729,-18.91281269,-18.082296,-17.36304612,-16.74936785,-16.23228603,-15.80263936,-15.45368959,-15.17994086,-14.96786747,-14.79795087,-14.64830655,-14.49505782,-14.31685833,-14.10653053,-13.87698845,-13.6573791,-13.48499891,-13.3904002,-13.38266887,-13.44002795,-13.51176808,-13.53409231,-13.44219066,-13.18826147,-12.76281816,-12.19486526,-11.54396131,-10.88580759,-10.29069133,-9.80982682,-9.470550286,-9.275241265,-9.2004979,-9.198428417,-9.209525925,-9.17820181,-9.058689649,-8.829795026,-8.499686294,-8.095648289,-7.654061345,-7.215380538,-6.818984096,-6.493681928,-6.256711357,-6.118196938,-6.082028787,-6.143801836,-6.291129716,-6.504159312,-6.751848904,-7.002495353,-7.237759357,-7.45736134,-7.67892692,-7.933619293,-8.253339424,-8.650546251,-9.107851061,-9.586428491,-10.02966966,-10.36627997,-10.53364564,-10.50540339,-10.29906446,-9.957540516,-9.538937541,-9.103670616,-8.696483919,-8.342564421,-8.054428315,-7.834139544,
Missouri,-4.615093707,-3.489539786,-2.184596561,-0.854981389,0.402458821,1.535176293,2.523028355,3.372931136,4.10172479,4.731373176,5.27106347,5.675181419,5.882510382,5.872336864,5.684564603,5.438948382,5.278366534,5.305781368,5.521851502,5.835403576,6.125886831,6.290475815,6.308376981,6.244651708,6.176682225,6.131618485,6.077401281,5.94057486,5.623880729,5.036606204,4.104145766,2.765522916,0.95333116,-1.391953796,-4.295863522,-7.739133563,-11.64077006,-15.86922153,-20.25923121,-24.63434532,-28.82449601,-32.67773583,-36.07296349,-38.92167461,-41.17461387,-42.83079307,-43.93948676,-44.59658844,-44.92402054,-45.04442802,-45.06410958,-45.06396025,-45.0969172,-45.19061631,-45.34967761,-45.55906129,-45.79280548,-46.02102831,-46.21601989,-46.35637175,-46.42852294,-46.42139675,-46.32098847,-46.11232427,-45.78234019,-45.32808906,-44.76784374,-44.13751569,-43.48137784,-42.84040905,-42.24607867,-41.71351684,-41.23623687,-40.79022063,-40.34259025,-39.85710928,-39.3022924,-38.65893587,-37.91991527,-37.09048895,-36.18815471,-35.2440101,-34.2979254,-33.38864436,-32.54848445,-31.79925604,-31.15066992,-30.60548141,-30.17023936,-29.85357189,-29.65897534,-29.57723502,-29.57345959,-29.58378838,-29.53203121,-29.35478369,-29.0153639,-28.50857321,-27.86408247,-27.13880106,-26.40516375,-25.73866368,-25.20586064,-24.84633423,-24.65338586,-24.57108028,-24.50622985,-24.34549162,-23.99049481,-23.40299835,-22.60935651,-21.68670733,-20.73614777,-19.8367523,-19.03371649,-18.3455664,-17.7802435,-17.33983552,-17.01704926,-16.79788611,-16.65723509,-16.5563273,-16.45170984,-16.31615106,-16.14648555,-15.95295642,-15.75259878,-15.55766319,-15.36384985,-15.15207116,-14.90859634,-14.63405328,-14.33996141,-14.0452974,-13.76560668,-13.50567156,-13.26950412,-13.08148169,-12.9772108,-12.9839296,-13.12221094,-13.40186754,-13.80407333,-14.26817161,-14.72876017,-15.1285708,-15.40122375,-15.4939199,-15.39476754,-15.13389735,-14.7532945,-14.3175721,-13.90424252,-13.56405384,-13.31475979,-13.15428408,-13.07098751,
Montana,-3.697810464,-2.930076388,-2.005506937,-1.024022074,-0.078509253,0.756567404,1.435124028,1.945562728,2.305452499,2.552300875,2.728777978,2.85803429,2.946136126,2.994427543,3.008441329,2.999374374,2.980175118,2.964466315,2.959861377,2.968543028,2.990734572,3.024676583,3.067117828,3.119390192,3.17826372,3.222764899,3.209972467,3.077735097,2.753211463,2.162820363,1.244403276,-0.041563538,-1.706184664,-3.731024312,-6.071359398,-8.660658088,-11.42038592,-14.27088335,-17.13529974,-19.94349884,-22.64044961,-25.19194263,-27.58353351,-29.81642439,-31.90211284,-33.85612897,-35.69110029,-37.41180312,-39.01275691,-40.47759156,-41.78276418,-42.90460765,-43.82447703,-44.5322729,-45.02937457,-45.32946257,-45.45726057,-45.44544261,-45.32976837,-45.14255978,-44.90605547,-44.62840741,-44.3039597,-43.91669949,-43.44695752,-42.88051401,-42.2141544,-41.45304945,-40.60778903,-39.6916242,-38.71723987,-37.69357408,-36.62355675,-35.50306977,-34.32213198,-33.07018205,-31.74313123,-30.34808143,-28.90359882,-27.43910306,-25.9930522,-24.60971048,-23.33320198,-22.20175308,-21.24474057,-20.4785669,-19.9019367,-19.49530748,-19.22345344,-19.04220651,-18.90629926,-18.77165822,-18.59572691,-18.336641,-17.95792302,-17.43889307,-16.78117279,-16.00829154,-15.16291719,-14.2998638,-13.47136202,-12.71443766,-12.04671845,-11.4663186,-10.95660312,-10.48974209,-10.03170739,-9.5423623,-8.979163385,-8.317220902,-7.554575976,-6.709949369,-5.821887424,-4.948110407,-4.144243139,-3.44740721,-2.876885287,-2.436627574,-2.117287224,-1.901883312,-1.77176616,-1.705456619,-1.675538895,-1.654164402,-1.617014909,-1.54110115,-1.40369307,-1.184695676,-0.865056803,-0.427066154,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Nebraska,-1.058084839,-0.667041314,-0.23048066,0.218506419,0.653807533,1.051531336,1.393132613,1.671609657,1.89004049,2.064806956,2.220601501,2.370776467,2.520569142,2.655848989,2.762077044,2.848890138,2.94411728,3.082489055,3.27723235,3.504851061,3.723333796,3.888071401,3.97886221,4.01356451,4.015622095,3.977601915,3.849745393,3.551896818,2.991249863,2.084850295,0.77830083,-0.945140238,-3.076098495,-5.579067293,-8.391163195,-11.4249243,-14.57634413,-17.73621327,-20.79067538,-23.62797423,-26.15293983,-28.30207297,-30.05552774,-31.43284564,-32.47953708,-33.25841657,-33.83906831,-34.28877321,-34.66627644,-35.0177538,-35.37501186,-35.75411201,-36.1552064,-36.56798741,-36.97718368,-37.36857964,-37.73935505,-38.10049368,-38.4689979,-38.85926001,-39.27253489,-39.68619133,-40.05171528,-40.30329517,-40.36935393,-40.1898119,-39.73934046,-39.02643276,-38.08692743,-36.97941136,-35.78267881,-34.57904164,-33.43464706,-32.38988316,-31.45509497,-30.61898472,-29.86189739,-29.16718918,-28.52503238,-27.93037036,-27.38389261,-26.89309478,-26.4700359,-26.12663077,-25.87007199,-25.6997959,-25.60250934,-25.55223543,-25.52510084,-25.50444637,-25.48250652,-25.45774361,-25.42033033,-25.34205389,-25.18329417,-24.91082127,-24.50960981,-23.9922149,-23.40069182,-22.79618244,-22.24522104,-21.80551762,-21.51547273,-21.3835196,-21.37722181,-21.42646152,-21.43931319,-21.31102536,-20.95194958,-20.3308035,-19.4777905,-18.46746881,-17.38839289,-16.30794343,-15.27108444,-14.30783981,-13.44936003,-12.73031142,-12.17701754,-11.80226377,-11.59795145,-11.52517716,-11.52221984,-11.53318099,-11.53036346,-11.50756001,-11.47303004,-11.43643054,-11.38415483,-11.27642307,-11.0723586,-10.74786526,-10.30290042,-9.763006739,-9.161935149,-8.516919067,-7.831465085,-7.125082291,-6.441660523,-5.844949841,-5.412265701,-5.214803228,-5.283931857,-5.597635079,-6.096629837,-6.693753209,-7.278783061,-7.736665063,-7.986059352,-7.998709524,-7.780572832,-7.365885772,-6.811961515,-6.184987066,-5.548077325,-4.954363657,-4.434826469,
Nevada,-2.174656973,-1.469789649,-0.725589318,-0.009258939,0.621619497,1.124992859,1.489115211,1.74589357,1.951114318,2.163632958,2.41229166,2.65384448,2.83566365,2.943072868,3.001261597,3.044560288,3.067030852,3.037819304,2.918293604,2.675512925,2.31368482,1.868609601,1.397151178,0.976381206,0.65497589,0.437183617,0.290635434,0.157850947,-0.034288288,-0.376444208,-0.97811487,-1.96443,-3.474066404,-5.639906543,-8.555402014,-12.25099763,-16.66892088,-21.64903694,-26.94212162,-32.24700887,-37.25819722,-41.71959509,-45.46247371,-48.41704251,-50.60619594,-52.12552528,-53.1102317,-53.70580096,-54.04769572,-54.25202543,-54.41208039,-54.59837309,-54.86073143,-55.22147719,-55.66970065,-56.16511573,-56.65168428,-57.0721453,-57.38323483,-57.56394434,-57.60911594,-57.520889,-57.30500285,-56.97319398,-56.54612001,-56.05682428,-55.55529917,-55.0914545,-54.69839205,-54.38564187,-54.14458964,-53.95746348,-53.80394494,-53.66436115,-53.51298105,-53.3189069,-53.05527171,-52.70954639,-52.28743523,-51.81366728,-51.32974839,-50.88043242,-50.49959639,-50.20395651,-49.9949623,-49.86207729,-49.78533558,-49.73881263,-49.69031888,-49.60177113,-49.43463844,-49.15804835,-48.75447101,-48.21903003,-47.55903757,-46.79079372,-45.93178256,-44.99859895,-44.01605637,-43.02282023,-42.07066412,-41.21819895,-40.51526836,-39.98849417,-39.63336756,-39.41359441,-39.26829248,-39.11845535,-38.8885926,-38.53392135,-38.03735278,-37.40190204,-36.64356011,-35.78087675,-34.8366468,-33.84429586,-32.84796935,-31.8985645,-31.04558889,-30.33348795,-29.7951198,-29.43810275,-29.24307898,-29.16915127,-29.16153796,-29.16288132,-29.12740966,-29.03155153,-28.86979421,-28.65205612,-28.40212357,-28.14748861,-27.91357909,-27.72609443,-27.60654487,-27.55438615,-27.54473355,-27.54488629,-27.5251075,-27.46877907,-27.38437856,-27.30683273,-27.27797072,-27.32864038,-27.46788473,-27.67640136,-27.90902354,-28.11200944,-28.2537178,-28.33347295,-28.36553828,-28.36778843,-28.35263568,-28.3234173,-28.28109068,-28.23172936,-28.18124001,
New Hampshire,-4.085667737,-3.3459265,-2.386243383,-1.303498827,-0.186777144,0.896267542,1.89061568,2.742090478,3.40276453,3.865958871,4.158085255,4.287747692,4.211573483,3.880838325,3.278637319,2.428834337,1.429348347,0.450187838,-0.338971714,-0.817401705,-0.936109947,-0.742607759,-0.352471001,0.135028785,0.656305076,1.16364239,1.608826204,1.921391258,2.003671675,1.734119193,0.993360945,-0.305981703,-2.216153848,-4.753874545,-7.889561688,-11.54220519,-15.59070087,-19.87459117,-24.20509899,-28.39216126,-32.27557981,-35.7424034,-38.73736923,-41.26040597,-43.35122649,-45.07512481,-46.50894492,-47.72703381,-48.78662044,-49.71967419,-50.5354543,-51.22957293,-51.79785718,-52.23996155,-52.55988733,-52.76811106,-52.88638506,-52.94700053,-52.98261639,-53.01822239,-53.06161562,-53.09753412,-53.09277128,-53.01030444,-52.82045767,-52.50677286,-52.0779291,-51.55931152,-50.97672035,-50.35332117,-49.71225391,-49.07837217,-48.47329522,-47.90439919,-47.36855942,-46.85522208,-46.34628918,-45.81961822,-45.25536241,-44.63480955,-43.95091994,-43.21898615,-42.47441022,-41.76534337,-41.14657316,-40.6687364,-40.35832974,-40.20907111,-40.18482949,-40.22208784,-40.24279485,-40.17078897,-39.94712002,-39.53416121,-38.914592,-38.0957007,-37.1088491,-36.00353911,-34.84482338,-33.71174948,-32.68324145,-31.82581396,-31.1846299,-30.76993184,-30.55147473,-30.46700787,-30.43960281,-30.37616385,-30.18089831,-29.79642909,-29.21080136,-28.4546589,-27.58908475,-26.68253012,-25.7880122,-24.93741217,-24.15406905,-23.45914734,-22.87269826,-22.41193509,-22.08656833,-21.87605866,-21.72711418,-21.57435157,-21.35980859,-21.04400863,-20.61740045,-20.10198867,-19.52924576,-18.92829726,-18.3349585,-17.79408547,-17.35748204,-17.07578875,-16.98750299,-17.08857138,-17.32641789,-17.63530949,-17.97505367,-18.34335128,-18.76046771,-19.2394669,-19.75428924,-20.23731476,-20.61523764,-20.82813796,-20.82764814,-20.59051784,-20.15518202,-19.60719083,-19.01755697,-18.43924207,-17.90686463,-17.43471862,-17.02447873,-16.6803874,-16.40017507,-16.1744802
New Jersey,-1.435623555,-1.016205985,-0.580732228,-0.188567808,0.113027983,0.294534402,0.352869351,0.321841418,0.266542911,0.27200661,0.388317778,0.564716487,0.714351271,0.771429149,0.705417053,0.528040659,0.288472145,0.051103199,-0.13547351,-0.250448486,-0.296805269,-0.302754635,-0.298628564,-0.278204284,-0.229411518,-0.167237769,-0.146444909,-0.256243107,-0.615156739,-1.366880487,-2.647701627,-4.564977815,-7.189782243,-10.54730978,-14.59978372,-19.23733484,-24.2822844,-29.5005093,-34.63885317,-39.47309765,-43.84247085,-47.65486562,-50.87604173,-53.50947241,-55.5783222,-57.13245918,-58.25196773,-59.03351726,-59.57798163,-59.97391767,-60.28607447,-60.55404564,-60.79755847,-61.02535182,-61.24359097,-61.45789348,-61.67746435,-61.91532228,-62.17661045,-62.4546934,-62.73294269,-62.98597098,-63.18391462,-63.30200246,-63.32473577,-63.23943098,-63.05002515,-62.78358201,-62.475442,-62.16029673,-61.86866749,-61.61964518,-61.41164574,-61.22352493,-61.02998463,-60.80757342,-60.53398681,-60.19625361,-59.79125559,-59.31443315,-58.77114108,-58.18415812,-57.58952806,-57.03317544,-56.56372494,-56.21512831,-55.98698524,-55.84681297,-55.74362372,-55.62178343,-55.43666562,-55.16039725,-54.78219829,-54.29753033,-53.70881509,-53.03933175,-52.33166589,-51.63750117,-51.01005132,-50.49284906,-50.1040946,-49.83417656,-49.65321599,-49.51771474,-49.37998045,-49.19490871,-48.92558087,-48.53411779,-47.98737583,-47.289587,-46.48008592,-45.62022504,-44.77785577,-43.99908358,-43.28653443,-42.61037111,-41.9407243,-41.2690505,-40.61427213,-40.01649665,-39.51691887,-39.11968246,-38.78866814,-38.47768866,-38.14809182,-37.77665656,-37.36193274,-36.91286612,-36.42470031,-35.87961827,-35.26653849,-34.59427142,-33.8984692,-33.23738573,-32.66702057,-32.2020066,-31.81258593,-31.46009079,-31.12938444,-30.83996838,-30.64112297,-30.57997997,-30.66212585,-30.84615051,-31.07562494,-31.29786457,-31.46330379,-31.53590732,-31.51396625,-31.40737714,-31.20127026,-30.88492084,-30.47005581,-29.98776366,-29.48366006,-29.01545818,-28.61695848,-28.28653718
New Mexico,-3.039462112,-2.253824824,-1.279798548,-0.20982752,0.867105565,1.869266745,2.727533863,3.393181371,3.839495861,4.079063775,4.161741436,4.13624589,4.063055671,4.017192878,4.077473107,4.301547792,4.677360787,5.124920618,5.529681055,5.776513413,5.793354566,5.57625817,5.192637973,4.76129818,4.391346999,4.142162211,4.013751333,3.94947974,3.847712783,3.581395185,3.022015322,2.059316683,0.616458736,-1.343421566,-3.813266112,-6.741338215,-10.04296645,-13.60610795,-17.30216671,-21.00333426,-24.59782471,-27.99965927,-31.14981291,-34.00785201,-36.54259807,-38.72786315,-40.54443402,-41.98806068,-43.07339072,-43.8352397,-44.32744514,-44.61514952,-44.76808121,-44.85368534,-44.92798251,-45.03090682,-45.18629235,-45.40305711,-45.67616706,-45.98646244,-46.3006268,-46.5729058,-46.75009852,-46.7807181,-46.62667413,-46.27199744,-45.73089267,-45.04327735,-44.26066745,-43.43462226,-42.61196461,-41.83064896,-41.11440463,-40.46793405,-39.87514917,-39.30871311,-38.74274046,-38.16101581,-37.55879373,-36.94251232,-36.33058145,-35.75173717,-35.23906602,-34.82255567,-34.52319129,-34.34982494,-34.29574904,-34.33620703,-34.43415845,-34.54691401,-34.63107695,-34.6448749,-34.5495924,-34.30853852,-33.89341175,-33.29511712,-32.5246411,-31.61306538,-30.61448396,-29.60318526,-28.66204221,-27.86551935,-27.26654929,-26.88451998,-26.70025039,-26.65894418,-26.68177053,-26.67061015,-26.52810728,-26.19831734,-25.67373002,-24.98776485,-24.19995746,-23.37696519,-22.5785363,-21.85049578,-21.22637729,-20.72724932,-20.36457902,-20.14565682,-20.07169313,-20.12266408,-20.252182,-20.40672384,-20.53931032,-20.61203241,-20.60034619,-20.49877277,-20.31149057,-20.04637032,-19.72325903,-19.37161568,-19.02499438,-18.71183204,-18.44474503,-18.20649415,-17.96007529,-17.67911339,-17.36549855,-17.05486369,-16.81253418,-16.7165408,-16.82126735,-17.13378392,-17.62080059,-18.21411349,-18.8182834,-19.33268655,-19.69015817,-19.87570826,-19.90776909,-19.8210239,-19.65336281,-19.43870723,-19.20754355,-18.9890151,-18.80001427,
New York,-2.568317798,-1.986351303,-1.336698815,-0.747924757,-0.345492667,-0.220632,-0.403350406,-0.842757918,-1.411607077,-1.926316978,-2.213526782,-2.219352613,-1.986354035,-1.600050673,-1.166074862,-0.78828704,-0.526964895,-0.385010943,-0.332537418,-0.329504057,-0.33798882,-0.34610898,-0.354235447,-0.339767732,-0.285942155,-0.211775638,-0.181582677,-0.297116653,-0.686040594,-1.492247828,-2.846662309,-4.848075197,-7.559182175,-11.00094872,-15.13537888,-19.85515476,-24.98942207,-30.31502665,-35.58834418,-40.59201116,-45.1676843,-49.21893599,-52.70010868,-55.60102916,-57.93141252,-59.72501213,-61.05001649,-61.99872507,-62.67229289,-63.16374755,-63.54432494,-63.85761041,-64.12529423,-64.36017664,-64.5749744,-64.7830312,-64.99911548,-65.23559998,-65.49025334,-65.74425344,-65.97039778,-66.14176071,-66.23789754,-66.24965344,-66.17668775,-66.01851313,-65.78069633,-65.48137259,-65.14430852,-64.79454317,-64.45569218,-64.14378186,-63.85939923,-63.58715702,-63.30758039,-63.00695058,-62.67844863,-62.32373052,-61.94913328,-61.55465034,-61.14100524,-60.71822076,-60.30639773,-59.93561514,-59.6407795,-59.44685248,-59.35082679,-59.32109882,-59.312391,-59.27817847,-59.18142927,-58.99853321,-58.71805836,-58.33056879,-57.82824349,-57.21910289,-56.52857281,-55.79427936,-55.06255786,-54.38009369,-53.77935447,-53.27429988,-52.86551352,-52.54122319,-52.28135716,-52.06070663,-51.85007274,-51.60721654,-51.28244757,-50.85108223,-50.31774057,-49.70901317,-49.06311863,-48.40862628,-47.74714454,-47.0598126,-46.33152341,-45.56712817,-44.79548332,-44.06347696,-43.41931733,-42.87952325,-42.42177446,-42.00941384,-41.60774515,-41.19123734,-40.75037603,-40.28656403,-39.79439734,-39.2612733,-38.68452945,-38.07800945,-37.47221294,-36.90882453,-36.42487185,-36.02645223,-35.69112515,-35.39442379,-35.12317083,-34.88164968,-34.69258274,-34.58398101,-34.55971998,-34.58624699,-34.62331257,-34.63896603,-34.60119175,-34.48916047,-34.30941829,-34.07458551,-33.77118083,-33.39113781,-32.94659786,-32.4545847,-31.92968783,-31.39656755,-30.87543639,
North Carolina,-3.890599653,-3.04008397,-1.985348198,-0.876106248,0.131376626,0.903604306,1.347897141,1.421799611,1.138433889,0.569446413,-0.168108766,-0.914414168,-1.476610613,-1.672542513,-1.416773237,-0.750619243,0.205523674,1.288713007,2.318307715,3.137881994,3.646983559,3.811796967,3.678973551,3.37539478,3.04182515,2.778320724,2.620272325,2.531285225,2.412072575,2.12737047,1.537365898,0.521292602,-1.008846541,-3.097486467,-5.736789121,-8.865137165,-12.36902417,-16.09509848,-19.87823282,-23.55718413,-26.99202774,-30.08223028,-32.77156164,-35.04389235,-36.9173311,-38.44443492,-39.69970218,-40.75876398,-41.68447871,-42.52029378,-43.28514163,-43.977488,-44.58790085,-45.10805858,-45.53747397,-45.88525267,-46.1684481,-46.40673644,-46.6153699,-46.80017996,-46.95144064,-47.04315614,-47.0375205,-46.89701705,-46.5988423,-46.14220783,-45.55790831,-44.89809302,-44.2174565,-43.56282376,-42.96672403,-42.44079338,-41.97426184,-41.54299404,-41.1162531,-40.65963973,-40.14639765,-39.56701737,-38.92239264,-38.21990173,-37.47597628,-36.71305502,-35.9557331,-35.22916892,-34.5572132,-33.95476747,-33.42313509,-32.95416452,-32.53543991,-32.15892718,-31.82726497,-31.55354943,-31.35459953,-31.23615254,-31.19561129,-31.22800548,-31.3248226,-31.47288653,-31.65308192,-31.83632823,-31.98252188,-32.04914617,-32.00353772,-31.8309466,-31.53495327,-31.1301093,-30.62889625,-30.02162908,-29.28615628,-28.41543498,-27.42252873,-26.35091841,-25.26831733,-24.24276558,-23.32088918,-22.52927827,-21.88490957,-21.40101571,-21.08903407,-20.95926992,-21.014686,-21.23536611,-21.58317117,-22.01480339,-22.4866093,-22.95358578,-23.36936758,-23.68382361,-23.83816064,-23.78010263,-23.4900382,-22.99297207,-22.3537907,-21.66266978,-21.01050407,-20.45821713,-20.03725847,-19.76526125,-19.64634184,-19.67391092,-19.84161986,-20.14389586,-20.55421362,-21.01557909,-21.46305968,-21.83196507,-22.05356292,-22.07810742,-21.90096047,-21.55577059,-21.08608787,-20.55129188,-20.02255067,-19.55397399,-19.16910212,-18.87163338,-18.64958022,
